Tweet,Target,Stance
"Biden just made up sign language. He literally said ""sign language"" and wiggled his fingers and waved his hands. What. The. Fuck. #DemDebate #DemocraticDebate",Joe Biden,AGAINST
"Is #JoeBiden my first choice? No. Does hearing the phrase ""malarkey!"" always make me laugh. Yes.",Joe Biden,NONE
"And look now what the #dems are requesting: FBI, FBI, FBI...they are a bunch of traitors....they are selling America to socialism, and to everything what empowers them and them only...period, period @JoeBiden",Joe Biden,AGAINST
"#JOEBIDEN:-( ? JOE BIDEN WINS THE 2020 ELECTION THAT FORMER PRESIDENT OBAMA WILL TAKE LEAD OF JOE BIDEN WITHOUT CONTROVERSY ? JOE BIDEN WOULD BE PRESIDENT ONLY TO GIVE THE FLOOR TO OBAMA ? AND THE CONSTITUTION WILL ALLOW IT TO HAPPEN, 16 YEARS MORE WITH VICE PRESIDENTOBAMA NO NO.",Joe Biden,AGAINST
"You #RussiaGate conspiracy theorists make the QAnon, chemtrail, and 911 kooks seem tame by comparison. Unable to defend your ra[ ]ist candidate, you resort to name calling and attacks. Afraid that #JoeBiden can't stand up to scrutiny?",Joe Biden,AGAINST
Well well Joe I guess I was right. Spoiled little boy who got caught trying to man up!!,Joe Biden,AGAINST
I miss @BarackObama and @JoeBiden so much. Best eight years EVER. Let's hope we can get that feeling of stability and safety back.,Joe Biden,FAVOR
"Joe, YOU ARE the most vulnerable among us as youve laid a trail of carnage on your campaign trail. Seriously, you need to sit this out and enjoy what times remaining for you.",Joe Biden,AGAINST
"Personally, I support #JoeBiden for president. He was the Vice President under Obama, and hes, in my opinion, more qualified to be president than the other Democratic candidates.",Joe Biden,FAVOR
This may have benefited Crooked Hillary but it happened on @JohnKerry watch. Same Kerry whose son and @JoeBiden son inked a sweetheart deal with a Chinese bank right after official VP visit. Do these two really want to run for president in 2020?,Joe Biden,AGAINST
"Always poor #JoeBiden has been able to make good money for himself after leaving the office. However, its all good as he was able to practice his speeches in front of other rich people &amp;get something back 4 his generosity to them while in the office. So, D-rats dont cry 4 him",Joe Biden,FAVOR
"I want @JoeBiden to be the wind beneath our wings, not the pilot. We all have a roll to play in this election; the trick is to have the wisdom to know what it is and the grace to accept it. (Yes, roll is a pun dammit... dont @me on a typo ) #Democrats #2020",Joe Biden,FAVOR
And Joe has the experience in crisis management to lead us back to normal and the will to enact more progressive polices for the future #DemDebate,Joe Biden,FAVOR
Holy shit. 10-term establishment #Democrat Dem Joe Crowley about to be de-throned by 28 year old socialist newcomer @Ocasio2018 Dont. Let. Them. Tell. You. It. Cant. Be. Done. #Ocasio4Congress,Joe Biden,AGAINST
Biden makes it sounds like he did all the hard work and Obama just handed him a to-do list. #DemocraticDebate,Joe Biden,AGAINST
"The Biden Plan will protect Social Security for the millions who depend on the program. SSs Trust Fund already in deficit & expected to be exhausted in 2035, we urgently need action to make the program solvent & prevent cuts to American retirees #JoeBiden",Joe Biden,FAVOR
"Looks like a close race with Joe Biden with a slight edge! #2020 #president @The Woodlands, Texas",Joe Biden,FAVOR
"#JoeBiden jumps in! Does his role as Obama's VP and best bud prepare him for the Oval Office? Find out in @SteveLevingston's Barack and Joe: The Making of an Extraordinary Partnership, coming this fall and available for preorder now! #BarackAndJoe",Joe Biden,NONE
I don't think @JoeBiden should pick a #Democratic #Senator to be a running mate. There are plenty of qualified (non- Senator) #BlackWomen available for the position!,Joe Biden,NONE
"Should the American Democratic Party push Mr. Biden? There is suspicion of sexual assault, and I am scared when I watch the action of the video. #America #DemocraticParty #question",Joe Biden,NONE
Lets hear it from Joe about his support for #socialsecurity Joe should have listed his PACs on Live TV. Whats he trying to hide? The billionaires and PAC donations. Wake up America! #DemocraticDebate,Joe Biden,AGAINST
Does this look like ppl not wanting a Revolution..btw joe.. where are your rally pictures we'd love to see them then maybe we'd believe #supertuesday wasn't rigged oh &amp; I hear you've already won the Illinois primary but that can't be right..their primary's not until tomorrow,Joe Biden,AGAINST
So to be an American in @JoeBiden eyes one must... be a criminal not pay taxes and become successful? Sounds like politicians to me.,Joe Biden,AGAINST
Hey @joerogan any plans to get @Jorgensen4POTUS on the podcast?!? #JoJorgensen2020 #Libertarian #Election2020,Joe Biden,NONE
".@JoeBiden, in Dubuque, says Democrats are united on most issues. We agree on basically everything, all of us running, all 400 of us. #iacaucus",Joe Biden,FAVOR
ALl the way with #JoeBiden What do you think: Stacy Abrams as VP and Kamala Harris as USAG? Would be our first choice. Btw: #ObamaAppreciationDay to remember a president that worked FOR us and not AGAINST us like @POTUS 45,Joe Biden,FAVOR
"US, Europe politicians should consider setting up an international consensus to look into and build responses to #Russia political interference, says @JoeBiden. That includes ""real consequences"" for Russian activities, he says.",Joe Biden,NONE
"Not doctored.... This is all hands on dick! - Me, Joe Biden #DemDebate #DemocraticDebate",Joe Biden,AGAINST
So Biden kissed @LucyFlores on the head? I hope her story inspires other victims to come forward.,Joe Biden,AGAINST
@JoeBiden is seriously out of touch with what's going on in America today and what we need in a candidate. #WednesdayMotivation #Election2020,Joe Biden,AGAINST
Give it up...your dad is a mess! He cant drink a flippin glass of water. Gravy train stops Nov 3. #VoteBiden2020 #VoteBlue2020,Joe Biden,FAVOR
I'm proud of VP Biden this was his best debate yet from start to finish. He was much more assertive tonight and he has to be if he's going to win this race. #DemocraticDebate,Joe Biden,FAVOR
Just watch some Biden. This is why he has zero chance. Creepy!,Joe Biden,AGAINST
"@Davidtemple73 Wow, Joe went Viral, again! His campaign is on fire. Literally. #Resistance #FBR #BlueWave #VoteBlue",Joe Biden,FAVOR
Time out for Diddle Joe. No temper tantrums allowed after age 5.,Joe Biden,AGAINST
@JoeBiden @FoxNews @ABC @NBCNews @CNN @nytimes @WSJ @TIME @Forbes @washingtonpost @DHSgov @FBI @NSAGov @CIA @qanon76 @prayingmedic #Qsheep Taking a clip out of context. He's trying to describe circumstances at THAT time for help. Different when said racially. #TheConstitution #L,Joe Biden,NONE
"Dear @JoeBiden I miss your love for ice cream in the WH. Please run for president in 2020 and have @BetoORourke as your VP. Sincerely, Your constituent since 2008",Joe Biden,FAVOR
"Judge joe Brown should have run for a government position , he would have had my vote. I encourage everyone to watch the entire video , very smart man.",Joe Biden,NONE
Lawyer and conservationist @XochforCongress has devoted her career to making New Mexico better. Don't take our wordjust ask @JoeBiden. Help flip this seat and join #TeamXoch for a Q&amp;A with the candidate tonight at 7MT:,Joe Biden,FAVOR
"#Biden leaves it unclear if hed honor #Senate subpoenaWhat a mess. As the saying goes, history repeats itself, first as tragedy then as farce. Our political system is so weak, its near collapse trying to handle a task as gravely serious as #impeachment.",Joe Biden,AGAINST
Biden=deep state Globalist. Don't fall prey to the talking heads or Fake news. Research and don't keep falling for their lies. #WalkAwayNow Be blessed. The time is now to turn off MSM and discover how badly they have been lying to all citizens worldwide. #QAnon=TruthMovement,Joe Biden,FAVOR
#RidenWithBiden I am support #Biden we need to avoid further chaos and uncertainties we have with #pandemic due to #suppression of information and #incompetentInChief,Joe Biden,FAVOR
"Hey @JoeBiden WE ARE SICK AND TIRED of your mealy mouth gaffes and racial comments. P.S. stop groping children, it's disgusting.",Joe Biden,AGAINST
"I like @JoeBiden. And I don't just mean his politics, I like the person he seems to be.",Joe Biden,FAVOR
Joe Biden is expanding his lead over his rivals even those on the far left. Does this show that socialism is not ready to be embraced? @kelseybolar @IWF joins @TeamCavuto to discuss. Tune to @FoxBusiness at 1:45pE. #IWpol #election2020,Joe Biden,FAVOR
Had to see for myself about @JoeBiden being creepy and the evidence is pretty damning,Joe Biden,AGAINST
No one's mentioned @SenWarren yet? She almost a sure thing to run. I really want someone younger but i also think @JoeBiden and Senator Warren have people's trust. I know @BetoORourke has serious cool-factor that can't be overlooked but i don't try know enough about him.,Joe Biden,FAVOR
@MichaelAvenatti can only do so much. Where is @JoeBiden ?,Joe Biden,FAVOR
#DemDebate #DemocraticDebate #DemDebates Centrists lose: Joe Donnley lost. Claire McCaskill lost. Bill Nelson lost. Heidi Hietkamp lost. Hillary Clinton lost.,Joe Biden,AGAINST
In it to flip it. Free event with @JoeBiden click on the link. @LUnderwood630,Joe Biden,FAVOR
"I know I have to, but I am avoiding watching @JoeBiden 's eulogy for @SenJohnMcCain . I don't know if my heart will be able to handle it",Joe Biden,NONE
"I have not been a fan of Biden partially because he does not support #MedicareForAll. If he supported M4A, I think his support and enthusiasm for him would substantially increase.",Joe Biden,AGAINST
North Korean insults make me laugh so hard my stomach hurts. When Chairman Kim said @JoeBiden was a rabid dog that needs to be beaten to death with a stick lmfao!,Joe Biden,AGAINST
Obama/Biden: Zero convictions of Wall Street criminals Zero convictions of torturers Zero convictions of election thieves Zero convictions of war criminals #DemocraticDebate,Joe Biden,AGAINST
"Biden has a new plan for health insurance and care: he wants the govt to set the prices of new drugs. If youre a free market #Democrat, there are no options for you. Then again, are there any free market #Dems? Or are they all pseudo-socialist?",Joe Biden,AGAINST
"Racism is not specific to one race. For #Biden to suggest this fake narrative shows he is not the man for the job. He is targeting a specific ""race of people"" and may have some mental health issues if he hates his own race so much to suggest such a thing.",Joe Biden,AGAINST
Of course thats what he is thankful for!! I am thankful for those really fighting the fight! @RepMaxineWaters @SenBooker @HillaryClinton @BarackObama @MichelleObama @JoeBiden @KamalaHarris @Alyssa_Milano @WhitneyCummings @funder @NancyPelosi @chelseahandler @DebraMessing #myheros,Joe Biden,FAVOR
@JoeBiden There is a #fake account that uses your photo that you may want Twitter to take down @FakeJoeBiden14 @TwitterSupport,Joe Biden,FAVOR
Elections are the bedrock of American democracy. Thats why organizations like Voto Latino are so critical to the fabric of our society. Were deeply grateful for @votolatinos endorsement. Welcome to #JoeBiden,Joe Biden,FAVOR
That ship has already sailed for me. Even if he does apologize it won't be sincere. Biden is a better politician than Hillary because he is a better liar than Hillary. I will not donate to or volunteer for Biden. @DNC,Joe Biden,FAVOR
"An Unlikely Journey @JulianCastro Promise Me, Dad @JoeBiden The Opposite of Woe @Hickenlooper Apollo's Fire @JayInslee",Joe Biden,NONE
Joe we really need universal healthcare.. please have it in your agenda,Joe Biden,FAVOR
"Tomorrow's Headlines Today: Greta Thunberg weighing Democrat Pres race; wants to appear in next Dem Debate; rumors Biden offers her VP, liked her as Hannah Montana; CNN plans to replace Wolfe Blitzer with Greta: A Disturbed Child's View. #Dems",Joe Biden,AGAINST
