Tweet,Target,Stance
I rejected the BS #Bernie story. I rejected the whole girls want to be with the boys and boys are with Bernie bs. Why are you perpetuating #techbro and #1kbro Im genuinely confused and surprised. Im scared that was true all along.,Bernie Sanders,AGAINST
So we have: #Bernie for Bernie #khive for Kamala And now introducing the #KarenHive for Warren! I really appreciate the Warren whites coming together for a collective name for their Warren support. Unity.,Bernie Sanders,FAVOR
Bernie is trying to fight this system from within. Let's just say it's an uphill battle. #BernieSanders,Bernie Sanders,FAVOR
"Ok I'll defer to the Bernie people I actually know, they call themselves Is #BernieSanders #BernieBruh not inclusive enough lol",Bernie Sanders,AGAINST
"In all fairness, I liked the invitation to the #Bernie . Lord (who aren't in heaven, but is imaginary) knows they'll never take it, but it's a nice gesture none the same.",Bernie Sanders,FAVOR
"Everyone seems to forget that there 27 red states, this means a PERMANENT Senate majority, with the disappearance of split ticketing, and NOT EVEN COUNTING the senators from swing states. Dems should send money to all swing states #Bernie especially seem to forget this.",Bernie Sanders,NONE
Thank you for the side by side comparison. I was #Bernie in the '16 election cycle.,Bernie Sanders,FAVOR
What's wild is knowing that Mehdi Hasan supported Bernie Sanders candidacy. Bernie Sanders drops out he accepted that reality and now the #BernieSanders are at his neck. #YouHateToSeeIt,Bernie Sanders,AGAINST
"3/x I was at the #Democrat convention. the #Sanders people thru out primaries were treated very bad. They were ridiculed, called bullies #Bernie / called communists, told they ive in basements. It was upsetting to watch",Bernie Sanders,AGAINST
"#Election2020 These minority women have a lot of nerve, upending the #BernieSanders myth. I mean, that was a really clever stereotype.",Bernie Sanders,FAVOR
"#BernieSanders who say it's just 12k a year spoiled af 12k a year will help 40 million people out of poverty, but it ain't #swolecialist enough",Bernie Sanders,AGAINST
"This is why #Bernie stay losing. They think rights are Things I want, but cant pay for, so other people must buy them for me.",Bernie Sanders,AGAINST
Now we will learn if the #Bernie place purity before our country. Its up to Sanders to not stay in the race too long and too bitterly.,Bernie Sanders,FAVOR
People following Proud Resister don't fall in line. He voted for #Bernie in 2016 and I wager he stayed home like #BernieSanders or voted for the #illegitimatepresident.,Bernie Sanders,AGAINST
"You don't say! The #USPress, Progressives, #RightWingMedia, #BernieSanders and Wealthy Patrons of the #GOP. Now, an about Face after 2yrs of heavy campaign that undermined a well thought hard worked-out TPP deal by @POTUS44 &amp; Team. They all can go to Blazes.",Bernie Sanders,AGAINST
"Yes, #BernieSanders are ALL insane. Even inspiring Spit Balls Chris Matthews says so. And we ALL know @MSNBC would never be biased against a progressive candidate like",Bernie Sanders,AGAINST
".@felon_fred is right. Some #BernieSanders comes swinging at you with a but no verified checkmark next to their name? Give them a little #HumanityFirst with receipts, but if they continue.. Block and move on. I don't swing at them. Not worth my time.",Bernie Sanders,AGAINST
"Bernard is a man of poor character who attracts and encourages bullies and misogynists. He's just fine with #BernieSanders swarming, intimidating, attacking, cursing, threatening violence, stalking, DOXXING ... #Bernie Remember:",Bernie Sanders,NONE
"Its Thursday. Despite being quarantined, Im just wondering how are the #BernieSanders feeling today after Tulsis endorsement?",Bernie Sanders,NONE
"Look, #BernieSanders lies MORE than Clinton. And he's kinda stupid on policy &amp; a HYPOCRITE: He hates Amazon+Bezos being obscenely rich, but he doesn't mind using Amazon to sell his book! Why not a small publisher? He'S SELFISH! sacrifices ZERO!",Bernie Sanders,AGAINST
Whats the point of free college education if youre that blind to American civics and history? #BernieSanders #Bernie,Bernie Sanders,FAVOR
Sad that the #BernieSanders had to use this to make them look like spoiled little children.,Bernie Sanders,AGAINST
You just lost a supporter who voted for you Abdul. #NeverAgain. STOP your #Bernie divisive BS NOW! We're much smarter this time around. We all know it was a YTs trap. Appears you want a 2016 Repeat!,Bernie Sanders,AGAINST
"Clinton supporters 2014-16 were subject to abusive online attacks, threats, intimidation, screaming, crude language, stalking, doxxing, etc. just for Hillary. The rot lies with #Bernie Jeff ... Remember this? (short gap in middle--let play)",Bernie Sanders,AGAINST
"Obama campaigned heavy for every mid term when he was in office. He stayed on top of engaging people in the agendas from healthcare to CJR. WE ABANDONED HIM. But #BernieSanders stay on the bashing Obama message, itll work well for you when votes are counted.",Bernie Sanders,AGAINST
These people are sick and the fact Twitter spreading this disgusting mess is the reason Ill always be #Bernie,Bernie Sanders,FAVOR
MY QUEEN @maddow IS ASKING BERNIE ABOUT HIS TOXIC CAMPAIGN. #Bernie I AM SHAKING. MY WIG JUST REACHED ATLANTA. #DemocraticDebate,Bernie Sanders,AGAINST
BuT bErNiE's LaTiNo SuPpOrT Maybe try not treating Latinos as this monolith group. White pot heads that want free shit have exactly zero clue what minority communities want. Stop pretending that you do. #PrimaryElection,Bernie Sanders,AGAINST
"The war isnt between Dems and Republicans, the berners have made it between bernie and the rest of us bernie doesnt deserve this, unfortunately it has gotten to",Bernie Sanders,AGAINST
"Of course the 'Bros' are now saying its rigged. Had they the BernieSurge they employed bots to spread, they wouldn't be calling it rigged. But because their inept candidate isn't winning (AGAIN), it's rigged?! Just like in 2016, we don't want you @berniesanders!",Bernie Sanders,AGAINST
"Only voters vote, not money, #BernieSanders. The ""establishment"" you rail about doesn't vote in primaries either. Democrats do. (Note, @jonallendc) Most of us Dem voters do not want you to be our nominee @SenSanders. #VettingBernie",Bernie Sanders,AGAINST
"Having aspirations and good faith for doing good for the country is never bad. But, having aspirations for destroying the Democratic party will never happen as Bernie wants to do. Good day Kirk.",Bernie Sanders,AGAINST
We all knew this came from the top of Sanders trash cult. Not bots. Not Twitter creeps. From. The. Top. #ByeByeBernie,Bernie Sanders,AGAINST
"Hey @BernieSanders - you are hurting the Democratic party and the liberal cause (again). Please stop. Please retire and reflect on the harm of your actions. You are not making America better, you are serving your own ego. #basta #StillWithHer",Bernie Sanders,AGAINST
"I wonder how many of the bernouts on this thread saying omg you cant go vote went to a bar, restaurant or party this weekend. While they also assume all seniors are stupid. #Bernie",Bernie Sanders,AGAINST
For a moment I felt some empathy for Berners. Their guy has been getting his ass beat at the polls. But no - fvckers have been showing their entire ass. Looks like their white females have taken over for the Bros. Berners. They can fvck all the way off. #BernieSanders,Bernie Sanders,AGAINST
#BernieSanders because god forbid we ever elect someone who actually wants to help the poor and working class and get us out of wars we don't belong in.,Bernie Sanders,FAVOR
Did Bernie just say 'who cares' about the Paris Climate Deal? #DemDebate,Bernie Sanders,AGAINST
"No, thanks. I dont want that misogynistic, old clown as our nominee. Send him to the nursing home. #BernieSanders",Bernie Sanders,AGAINST
The same reason as 2016 to help Democrats Lose... same BS different election #Bernie,Bernie Sanders,AGAINST
"2019 #Sanders only got One(1)bill sent for consideration?What type of political power does #Bernie command? He has a ZERO 0% percentile among serving senators Hillary told us, no one wants to work with him #DropOutBernie",Bernie Sanders,AGAINST
He did nothing to combat racism and discrimination of Black people with 40 years in gov't! #FAIL He's not qualified to lead the #CivilRights &amp; #EqualityForAll party. HE needs to be a Republican. Sounds like you should join him over there. #bernielost #DropOutBernie #Bernie,Bernie Sanders,AGAINST
Using a pandemic to push your communist idealogy is shameful. #BernieSanders,Bernie Sanders,AGAINST
Lone Star = Bernie Bros Dark Helmet = @DNC Ring = Nomination #CorruptDNC #DemocraticPrimary,Bernie Sanders,NONE
When will it finally be time to pull out #BernieSanders Rape essay? He continues to get away with everything he did and said effed up.,Bernie Sanders,AGAINST
RT @brownsugar7878: #Bernie is the ultimate con man. He criticized #Hillary for being a millionaire at the same time that he was hiding his own wealth. #Blacktwitter #Blacktwitter #MSNBC #CNN #inners #AMJoy #p2 #uniteblue,Bernie Sanders,AGAINST
Vote for #bernie &amp; youll be inviting the facists threat into the Whitehouse...again.,Bernie Sanders,AGAINST
"The irony when a Bernie Broette wants to kill the rich. Three homes, part of the 1%, Bernie would be on the chopping block, too.",Bernie Sanders,AGAINST
"Sanders and his Russian supporters are a disgusting lot. Cant wait to see the end of this loud mouth, uncouth Granopa! #NeverBernieAlliance #Resign",Bernie Sanders,AGAINST
Most of us still won't vote for your old even if Andrew endorsed him. #BernieSanders,Bernie Sanders,AGAINST
"My father was Cuban. He came here in '68, escaping the Castro regime. I can feel him turn over in his grave while Bernie extols the merits of Fvkn Castro Castro was responsible for the murders of many of my dad's family members back in Cuba. That alone makes me",Bernie Sanders,AGAINST
"#Bernie Y on earth? how on earth? IF Bernie gets elected, IF! timeline? 2022, mayB! AND , it probably wont be wat Progressives think they SHUD get. How many industry stakeholders will Bernie have 2 coordinate/collaborate with after burning so many bridges?",Bernie Sanders,AGAINST
"#Bernie ... He of so very few actual accomplishments after years in Congress. Wake up, #BernieBros! Youre being hoodwinked by a frustrated, angry old man in bad health who wont release his health records, which he promised to do.",Bernie Sanders,AGAINST
"I, too, did not pay attention to politics on twitter or see the thousands of #BernieSanders resistance tweets threatening to sit out the election if he was the nominee",Bernie Sanders,FAVOR
